X,Y,OBJECTID,WQM_ID,LU_TYPE_CDE_KEY,TYPE,SCN_SRV_CODE_NAME,MNTR_TYPE,WTRB_TYPE,LCTN_DSCR,MNTR_SITE_STS,CTMT_CSTL,DSTR,PLNG_RGN
2042870.909575,-4047115.36373645,328,INLD_90,1,INLD,WV05,Chemical & Bacterial & Algal,Vlei & Wetland,Centre of west vlei,Routine,Nhoek,8,S
2051379.65360542,-4049934.25623125,342,INLD_104,1,INLD,GC02,Chemical & Bacterial & Algal,Vlei & Wetland,Glencairn vlei centre - at concrete berm,Routine,SPen,8,S
2080307.11271092,-4017547.72758038,346,INLD_108,1,INLD,EK03,Chemical & Bacterial,River,Bottelary River at Amandel Road,Routine,Eerste,4,E
2078987.99398556,-4019050.83765882,347,INLD_109,1,INLD,EK04,Chem & Bacterial & Toxicity,Canal,Kuils River at Carinus Street bridge,Routine,Eerste,4,E
2078688.20710066,-4019748.36670626,348,INLD_110,1,INLD,EK09,Chem & Bacterial & Toxicity,Canal,Kuils River downstream of Belville WWTW discharge at Rietvlei Road,Routine,Eerste,4,E
2078267.09893237,-4022155.17443643,349,INLD_111,1,INLD,EK05,Chemical & Bacterial,Canal,Kuils River in canal upstream of Stellenbosch Arterial Road,Routine,Eerste,4,E
2084944.0913343,-4032090.7273767,352,INLD_114,1,INLD,EK15,Chemical & Bacterial,Canal,Kleinvlei canal,Routine,Eerste,4,E
2084107.60437664,-4034553.48992644,353,INLD_115,1,INLD,EK08,Chem & Bacterial & Toxicity,River,Kuils River downstream of Baden Powell Drive bridge,Routine,Eerste,7,E
2085133.1686538,-4035670.22695563,355,INLD_117,1,INLD,EK11,Chem & Bacterial & Toxicity,River,Kuils River downstream of Zandvliet discharge (dirt road bridge),Routine,Eerste,4,E
2085924.80647423,-4034656.12070379,356,INLD_118,1,INLD,EK13,Chem & Bacterial & Toxicity,River,Eerste River on N2 Freeway (upstream of Kuils confluence),Routine,Eerste,4,E
2088861.53459736,-4038196.87070687,358,INLD_120,1,INLD,EK12,Chem & Bacterial & Toxicity,River,Eerste River upstream of Macassar WWTW (downstream of Kuils confluence),Routine,Eerste,4,E
2043402.50856532,-4034442.13248018,359,INLD_121,1,INLD,DR01,Chemical & Bacterial,River,Hout Bay River at Princess Street,Routine,HBay,8,S
2043103.71744282,-4032905.34182453,360,INLD_122,1,INLD,DR02,Chemical & Bacterial,River,Hout Bay River at Victoria Road,Routine,HBay,8,S
2046971.37659933,-4030330.75959944,362,INLD_124,1,INLD,DR04,Chemical & Bacterial,River,Hout Bay River at Longkloof Road,Routine,HBay,8,S
2061791.47538672,-4006466.79553885,363,INLD_125,1,INLD,RTV01,Chem & Bacterial & Toxicity,River,Diep River at Blaauwberg Road bridge (upstream of Potsdam WWTW),Routine,Diep,1,C
2058592.61282729,-4006789.81013411,364,INLD_126,1,INLD,RTV02,Chemical & Bacterial & Algal,Vlei & Wetland,Rietvlei - sample collected from pier in watersport area of vlei,Routine,Diep,1,C
2057830.43953178,-4005917.31022786,365,INLD_127,1,INLD,RTV14,Chemical & Bacterial,Canal,"Stormwater channel from Bayside Mall, below pumpstation",Routine,Diep,1,C
2059360.59822179,-4009787.48833971,366,INLD_128,1,INLD,RTV05,Chemical & Bacterial,River,Diep River at Otto du Plessis Drive bridge,Routine,Diep,1,C
2061607.5552663,-4008404.9741916,367,INLD_129,1,INLD,RTV03,Chemical & Bacterial,Canal,Stormwater canal from Theo Marais Park (Montague Gardens),Routine,Diep,1,C
2057408.14158787,-4015585.75004137,368,INLD_130,1,INLD,PEV2,Chemical & Bacterial,Vlei & Wetland,Zoarvlei (centre) at Wemyss Road footbridge,Routine,Diep,1,C
2056846.09445102,-4016482.66310903,369,INLD_131,1,INLD,PEV1,Chemical & Bacterial,Vlei & Wetland,Zoarvlei (south end) at corner of Vrystraat and Grey Street,Routine,Diep,1,C
2057884.94611038,-4014384.16427674,370,INLD_132,1,INLD,PEV3,Chemical & Bacterial,Vlei & Wetland,Zoarvlei at Bancroft Street,Routine,Diep,1,C
2073894.53897944,-4013387.81549795,372,INLD_134,1,INLD,ELS10,Chemical & Bacterial,River,Elsieskraal River at Carl Cronje Road,Routine,Salt,2,N
2066544.4731664,-4022481.2807754,373,INLD_135,1,INLD,NR17,Chemical & Bacterial,Canal,Kalksteenfontein Canal near Netreg Station,Routine,Salt,3,N
2062060.43467264,-4022155.94517931,374,INLD_136,1,INLD,NR15,Chemical & Bacterial,Canal,Jakkalsvlei Canal at N2,Routine,Salt,6,S
2058224.68799357,-4033784.5201316,376,INLD_138,1,INLD,SCV,Chemical & Bacterial,Canal,Southfield Canal at Victoria Road,Routine,Zeekoe,8,S
2102223.46718884,-4039474.3507434,378,INLD_140,1,INLD,LOU01,Chemical & Bacterial,River,Lourens River at Vergelegen Estate,Routine,Lourens,4,E
2100552.43738627,-4039955.31757731,379,INLD_141,1,INLD,LOU02,Chemical & Bacterial,River,Lourens River in P.O.S Hillcrest Road (Radloff Park),Routine,Lourens,4,E
2099026.33631057,-4040516.61917873,380,INLD_142,1,INLD,LOU03,Chemical & Bacterial,River,Lourens River at Main Road - Somerset West,Routine,Lourens,4,E
2095813.19651443,-4041969.13890379,381,INLD_143,1,INLD,LOU04,Chemical & Bacterial,River,Lourens River at Broadway Road,Routine,Lourens,4,E
2094510.91604321,-4042359.20308034,382,INLD_144,1,INLD,LOU05,Chemical & Bacterial,River,Lourens River on Beach Road,Routine,Lourens,4,E
2055096.48445013,-4040513.5357482,383,INLD_145,1,INLD,ZA10S,Chemical & Bacterial & Algal,Vlei & Wetland,Westlake Wetland opposite Rutter Road (old WLW),Routine,Sand,8,S
2106884.43476101,-4034792.77995279,391,INLD_153,1,INLD,LOU06,Chemical & Bacterial,River,"Lourens River in Lourensford Estate at ""Red Bridge""",Routine,Lourens,4,E
2088685.7031524,-4039523.68659632,392,INLD_154,1,INLD,EK17,Chem & Bacterial & Toxicity,Estuary,Eerste River estuary,Routine,Eerste,4,E
2051685.22970034,-4046070.59088216,395,INLD_157,1,INLD,SIL04,Chemical & Bacterial,River,Silvermine River at wooden bridge near Winkle Road - Clovelly,Routine,Smine,8,S
2049335.09385686,-4043740.49822689,397,INLD_159,1,INLD,SIL02,Chemical & Bacterial,River,Silvermine River near Sunbird Environmental Centre - Silvermine Nature Reserve,Routine,Smine,8,S
2043391.13294697,-4034816.70451641,398,INLD_160,1,INLD,DR05,Bacterial,Estuary,Hout Bay River estuary,Routine,HBay,8,S
2089294.83777774,-4037644.14243442,399,INLD_161,1,INLD,EK18,Chemical & Bacterial,River,Moddergat Spruit River at Macassar Road,Routine,Eerste,4,E
2053526.16909937,-4035278.73027858,406,INLD_168,1,INLD,OOG01,Chemical & Bacterial & Algal,Vlei & Wetland,Die Oog at Midwood Avenue in Bergvliet,Routine,Sand,8,S
2064752.14052918,-4000663.65960478,407,INLD_169,1,INLD,RTV06,Chemical & Bacterial,River,Diep River downstream of N7 road bridge,Routine,Diep,1,C
2061737.10151862,-4008257.96978273,409,INLD_171,1,INLD,RTV08,Chemical & Bacterial,River,Duikersvlei Stream upstream of confluence with Theo Marais Canal,Routine,Diep,1,C
2058333.10785316,-4012971.96323831,410,INLD_172,1,INLD,RTV09,Chemical & Bacterial & Algal,Estuary,Diep River estuary at Woodbridge Island (Loxton Road),Routine,Diep,1,C
2057691.52080012,-4014126.5957023,411,INLD_173,1,INLD,RTV10,Chemical & Bacterial & Algal,Estuary,Diep River estuary at mouth,Routine,Diep,1,C
2045442.80819355,-4056002.51191118,413,INLD_175,1,INLD,SCH02,Chemical & Bacterial,River,Schuster's River at Schuster's Kraal Reserve entrance,Routine,SPen,8,S
2045264.31121976,-4055516.68176541,415,INLD_177,1,INLD,SCH04,Chemical & Bacterial,Canal,Pound canal (stormwater),Routine,SPen,8,S
2042295.96156776,-4048457.66847662,416,INLD_178,1,INLD,BOK02,Chemical & Bacterial,Canal,Bokramspruit River upstream of Slangkop Road,Routine,SPen,8,S
2041037.85431262,-4047118.09888314,417,INLD_179,1,INLD,BOK03,Chemical & Bacterial,River,Bokramspruit River a short distance downstream of Flamingo Road,Routine,SPen,8,S
2043587.08083999,-4049825.8525491,418,INLD_180,1,INLD,BOK01,Chemical & Bacterial,River,Bokramspruit River upstream of Aries Street,Routine,SPen,8,S
2057059.9112246,-4040995.14228471,419,INLD_181,1,INLD,ZA09S,Chemical & Bacterial & Algal,Estuary,"Marina da Gama canal - south of Spearhead Quay Street, surface",Routine,Sand,8,S
2106177.1542401,-4043775.54635938,420,INLD_182,1,INLD,SIR01,Chemical & Bacterial,River,Sir Lowry's Pass River at Wedderwill Farm,Routine,SLPass,4,E
2102782.94869127,-4045516.64883633,421,INLD_183,1,INLD,SIR02,Chemical & Bacterial,River,Sir Lowry's Pass River downstream of N2,Routine,SLPass,4,E
2101511.3704705,-4047570.76956934,422,INLD_184,1,INLD,SIR03,Chemical & Bacterial,River,Sir Lowry's at Gustrouw Road (upstream of Gordon's Bay WWTW),Routine,SLPass,4,E
2100824.88596423,-4048375.1443276,423,INLD_185,1,INLD,SIR04,Chemical & Bacterial,River,Sir Lowry's Pass River (original river) at Admirals Way,Routine,SLPass,4,E
2100289.45848951,-4048031.48071876,424,INLD_186,1,INLD,SIR06,Chemical & Bacterial,Canal,Sir Lowry's Pass River downstream of Gordon's Bay WWTW (diversion canal),Routine,SLPass,4,E
2100225.19849601,-4049625.69478774,425,INLD_187,1,INLD,SIR05,Chemical & Bacterial,River,Sir Lowry's Pass River (original river channel) Hendon Park,Routine,SLPass,4,E
2099520.36054463,-4048153.11391999,426,INLD_188,1,INLD,SIR07,Chemical & Bacterial,Canal,Sir Lowry's Pass River at Hibiscus Road (diversion canal),Routine,SLPass,4,E
2096942.01308562,-4045956.44821589,428,INLD_190,1,INLD,SOE02,Chemical & Bacterial,River,Soet River upstream of Greenways Road (St Andrews Drive),Routine,Soet,4,E
2082677.61629116,-3999851.43030034,429,INLD_191,1,INLD,MOS03,Chemical & Bacterial,River,Mosselbank tributary downstream of Fisantekraal Western stream on R312 before bridge,Routine,Diep,2,N
2082022.71680934,-4004645.80857504,430,INLD_192,1,INLD,MOS02,Chem & Bacterial & Toxicity,Canal,Maastricht Canal downstream of Kraaifontein WWTW,Routine,Diep,2,N
2082179.03430558,-4005444.23982298,431,INLD_193,1,INLD,MOS01,Chem & Bacterial & Toxicity,Canal,Maastricht Canal upstream of Kraaifontein WWTW,Routine,Diep,2,N
2053328.70601853,-3990368.16558232,432,INLD_194,1,INLD,SOU02,Chemical & Bacterial,River,Sout River at Otto du Plessis Drive,Routine,Sout,1,C
2054511.46417797,-3990017.45057069,433,INLD_195,1,INLD,SOU01,Chemical & Bacterial,River,Sout River at R27 (downstream of Melkbos WWTW),Routine,Sout,1,C
2078609.23528857,-4016690.66731185,435,INLD_197,1,INLD,EK19,Chemical & Bacterial,River,Kuils River downstream of R300 off old bridge,Routine,Eerste,4,E
2061413.87415139,-4008151.73710463,436,INLD_198,1,INLD,RTV12,Chemical & Bacterial,Canal,Theo Marais Canal downstream of Duikersvlei Stream,Routine,Diep,1,C
2061316.8065325,-4008026.46698702,437,INLD_199,1,INLD,RTV11,Chem & Bacterial & Toxicity,River,Diep River downstream of Potsdam WWTW,Routine,Diep,1,C
2071994.59566823,-3986619.24227619,438,INLD_200,1,INLD,MOS04,Chemical & Bacterial,River,Mosselbank River upstream of Diep River confluence,Routine,Diep,2,N
2071087.26327899,-3985603.29264992,439,INLD_201,1,INLD,MOS05,Chemical & Bacterial,River,Diep River upstream of Mosselbank River confluence,Routine,Diep,2,N
2081694.99055492,-3989311.76512198,440,INLD_202,1,INLD,MOS06,Chemical & Bacterial,River,Mosselbank River near Klipheuwel,Routine,Diep,2,N
2055272.33868067,-4040146.11939244,441,INLD_203,1,INLD,CR22,Chemical & Bacterial,River,Downstream of Westlake River and Keysers River near railway before Zandvlei,Routine,Sand,8,S
2056603.04554362,-4034663.25681078,442,INLD_204,1,INLD,LPVMR,Chemical & Bacterial,River,Mocke River inflow to Little Princessvlei,Routine,Sand,8,S
2056674.05667934,-4042891.71180601,443,INLD_205,1,INLD,ZAWEIR,Chemical & Bacterial & Algal,Estuary,"Zandvlei outlet channel at Rubble Weir, surface",Routine,Sand,8,S
2056524.6979518,-4040758.14309778,444,INLD_206,1,INLD,ZA13S,Chemical & Bacterial & Algal,Estuary,"Marina da Gama canals - under Park Island Bridge (old BM23), surface",Routine,Sand,8,S
2056991.19403939,-4040278.6180553,445,INLD_207,1,INLD,ZA12S,Chemical & Bacterial & Algal,Estuary,"Marina da Gama canals - Baalen Way, surface",Routine,Sand,8,S
2056808.00096721,-4041245.99688961,446,INLD_208,1,INLD,ZA11S,Chemical & Bacterial & Algal,Estuary,"Marina da Gama canals - East Lake, surface",Routine,Sand,8,S
2052441.68829934,-4046561.20485803,448,INLD_210,1,INLD,SIL06,Chemical & Bacterial,River,Silvermine River at bridge on Main Road - Clovelly,Routine,Smine,8,S
2058020.19928465,-4005280.09931854,449,INLD_211,1,INLD,RTV04,Chemical & Bacterial,Canal,Stormwater channel from Bayside Mall downstream of Blaauwberg Road,Routine,Diep,1,C
2100888.47948711,-4044924.14174139,451,INLD_213,1,INLD,SOEAH11,Chemical & Bacterial,Canal,"Soet River in open concrete channel, corner of Broadlands Road - next to Pryde Group",Routine,Soet,4,E
2099578.08355741,-4043298.22201806,452,INLD_214,1,INLD,SOEAH06,Chemical & Bacterial,Canal,Soet River in concrete channel - in front of BP garage corner of N2 and Hlathi Road,Routine,Soet,4,E
2098673.20533819,-4044425.94447113,453,INLD_215,1,INLD,SOEAH12,Chemical & Bacterial,Canal,Soet River in open channel near Erf 32524 (Combined channel 20 metres downstream of confluence),Routine,Soet,4,E
2072349.16832767,-4010012.13404376,454,INLD_216,1,INLD,ANG01,Chemical & Bacterial & Algal,Dam,Angelier Park Amandel upper dam near Van Riebeekshof Road,Routine,Salt,2,N
2072996.57476482,-4010067.73664898,455,INLD_217,1,INLD,ANG02,Chemical & Bacterial & Algal,Dam,Angelier Park Fynbos lower dam near Van Riebeekshof Road,Routine,Salt,2,N
2074032.37038973,-4010614.20467754,456,INLD_219,1,INLD,DOOR01,Chemical & Bacterial,Dam,Door De Kraal Dam at large stormwater outlet on Angelier Street,Routine,Salt,2,N
2073877.97988686,-4010835.25020971,459,INLD_218,1,INLD,DOOR03,Chemical & Bacterial & Algal,Dam,Door De Kraal Dam at South end by the dam wall,Routine,Salt,2,N
2080936.32020329,-4037652.63368321,460,INLD_222,1,INLD,KHA02,Chemical & Bacterial,Detention Pond,Canal inlet to detention pond near litter device,Routine,MPlain,7,E
2081408.67163197,-4037981.95613977,461,INLD_223,1,INLD,KHA03,Chemical & Bacterial,Detention Pond,Detention pond near outlet on Baden Powell Drive,Routine,MPlain,7,E
2081577.09285758,-4038515.02550933,462,INLD_224,1,INLD,KHA04,Chemical & Bacterial,Sea SW Outlet,Outlet from Khayelitsha stormwater system to sea,Routine,MPlain,7,E
2076796.97255003,-4031100.70464612,463,INLD_225,1,INLD,KHA01,Chemical & Bacterial,Detention Pond,Pond Site C on Mew Way,Routine,MPlain,7,E
2083234.09285134,-3997025.35644468,485,INLD_247,1,INLD,MOS07,Chem & Bacterial & Toxicity,River,Mosselbank River upstream of Fisantekraal WWTW,Routine,Diep,2,N
2082342.20606528,-3992904.96642046,486,INLD_248,1,INLD,MOS08,Chem & Bacterial & Toxicity,River,Mosselbank River downstream of Fisantekraal WWTW,Routine,Diep,2,N
2044531.22183152,-4031411.96063516,487,INLD_249,1,INLD,DR06,Chemical & Bacterial,River,Disa River at Bethal Road,Routine,HBay,8,S
2059998.51723735,-4038732.98227396,488,INLD_250,1,INLD,ZEV5,Chemical & Bacterial,Canal,At cut-off drain outfall to Zeekoe outlet canal,Routine,Zeekoe,6,S
2098939.36994501,-4045165.93463825,496,INLD_278,1,INLD,SOEAH10,Chemical & Bacterial,River,Soet River in open channel Erf 7810 next to Onverwacht Road,Routine,Soet,4,E
2081948.09283355,-4001639.87356246,499,INLD_266,1,INLD,MOSAH11,Chemical & Bacterial,River,Concrete water structure on farm Bakoor Jakkalsdraai,Routine,Diep,2,N
